row_id,source_register,artifact_id,issue_type,severity,blocker_scope,recommended_action,can_code_comparison_proceed,must_fix_before_code_mutation,must_fix_before_runtime_mutation,must_fix_before_production,source_path_or_paths,source_row_evidence
TRIAGE-05852,STALE_DUPLICATE_CONFLICT_REGISTER.csv,INCORPORATED_VISUAL_SYSTEM_COMPONENT_LOCK,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/02_incorporated_component/INCORPORATED_VISUAL_SYSTEM_COMPONENT_LOCK.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Component:** `EquineSync_Core_Navigation_Visual_System_PIA_Section_V0_3_1_Founder_Approved.md` | **Founder status:** `FOUNDER_APPROVED_DOCUMENTARY_DESIGN_NOT_IMPLEMENTATION_AUTHORIZED` | **Complete-shell candidate:** `ES-PIA-CORE-NAV-SEARCH-SHELL-V0.4.0` | *
TRIAGE-05853,STALE_DUPLICATE_CONFLICT_REGISTER.csv,ACCEPTANCE_CRITERIA,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/ACCEPTANCE_CRITERIA.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-AC-001,SHELL-REQ-001,""Given a current actor, session, context, configuration, and source state, when the covered shell behavior occurs, then the system shall resolve authenticated identity, session validity, curren | SHELL-AC-004,SHELL-REQ-004,""Given a c"
TRIAGE-05854,STALE_DUPLICATE_CONFLICT_REGISTER.csv,ADVERSARIAL_SCENARIOS,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/ADVERSARIAL_SCENARIOS.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-ADV-003,Context switch with unsaved protected draft,Prevent cross-context carryover and offer safe resolution."
TRIAGE-05855,STALE_DUPLICATE_CONFLICT_REGISTER.csv,CANDIDATE_FOUNDER_DECISIONS,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/CANDIDATE_FOUNDER_DECISIONS.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-FD-CAND-012,""The Founder-approved visual-system V0.3.1 remains immutable and incorporated by exact bytes and SHA-256, never silently rewritten."" | PATH_CLASSIFICATION: candidate_or_draft"
TRIAGE-05856,STALE_DUPLICATE_CONFLICT_REGISTER.csv,DEPENDENCY_REGISTER,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/DEPENDENCY_REGISTER.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-DEP-002,Founder-approved V0.3.1 exact bytes,BLOCKING_DOCUMENTARY | SHELL-DEP-004,Candidate Founder decisions SHELL-FD-CAND-001 through 012,BLOCKING_FOUNDER_DESIGN | SHELL-DEP-018,Founder release and enrollment disposition,BLOCKING_ENROLLMENT"
TRIAGE-05857,STALE_DUPLICATE_CONFLICT_REGISTER.csv,EVIDENCE_MANIFEST,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/EVIDENCE_MANIFEST.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-EVID-004,Founder decision register and disposition,DOCUMENTARY | SHELL-EVID-028,No-open-P0/P1 findings report,RELEASE | SHELL-EVID-029,Founder enrollment disposition,ENROLLMENT"
TRIAGE-05858,STALE_DUPLICATE_CONFLICT_REGISTER.csv,FIVE_QUESTION_RESPONSE_MATRIX,FEATURE_INCLUSION_CONFLICT_OR_DUPLICATE,P2,DOES_NOT_BLOCK_GLOBAL_COMPARISON,Use canonical_path and deduplicate affected feature inclusion rows before comparing affected feature scope.,YES,NO,NO,YES_IF_PUBLIC_OR_PRODUCTION_SCOPE,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/FIVE_QUESTION_RESPONSE_MATRIX.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: Q1,Can engineering build the capability without making unauthorized product decisions?,YES_WITH_EVIDENCE,""The candidate defines scope, 76 requirements, 20 workflows, 22 entities, route/search/command/offline contracts, p | Q3,Can a reviewer trace the capabilit"
TRIAGE-05859,STALE_DUPLICATE_CONFLICT_REGISTER.csv,REQUIREMENTS,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/REQUIREMENTS.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: Bootstrap and context,""Resolve authenticated identity, session validity, current memberships, candidate contexts, permission projection, configuration version, and shell version before protected content renders."",""Protec | Bootstrap and context,""On context swi"
TRIAGE-05860,STALE_DUPLICATE_CONFLICT_REGISTER.csv,RISK_REGISTER,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/RISK_REGISTER.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-RISK-002,Twelve product decisions are proposed but not yet Founder-approved for the complete shell.,P1,Blocks whole-PIA Founder design approval. | SHELL-RISK-003,Current repository route architecture has not been reconciled to this candidate.,P1,Blocks i"
TRIAGE-05861,STALE_DUPLICATE_CONFLICT_REGISTER.csv,SOURCE_REGISTER,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/SOURCE_REGISTER.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-SRC-001,EquineSync Global Governance V1.0,Locked baseline commit acb518ea5a160820e64681ff95a16b010fe1156c; tag equinesync-governance-v1.0-locked-2026-07-16,Controlling constitutional baseline | SHELL-SRC-002,PIA Master Standard V1.1,SHA-256 c751a73331d89"
TRIAGE-05862,STALE_DUPLICATE_CONFLICT_REGISTER.csv,TEST_MATRIX,FEATURE_INCLUSION_CONFLICT_OR_DUPLICATE,P2,DOES_NOT_BLOCK_GLOBAL_COMPARISON,Use canonical_path and deduplicate affected feature inclusion rows before comparing affected feature scope.,YES,NO,NO,YES_IF_PUBLIC_OR_PRODUCTION_SCOPE,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/TEST_MATRIX.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-TEST-001,SHELL-REQ-001,SHELL-AC-001,POSITIVE_AND_NEGATIVE_DESIGN_TEST,""Resolve authenticated identity, session validity, current memberships, candidate contexts, permission projection, configuration version, and sh | SHELL-TEST-004,SHELL-REQ-004,SHELL-AC"
TRIAGE-05863,STALE_DUPLICATE_CONFLICT_REGISTER.csv,WORK_PACKAGE_REGISTER,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/WORK_PACKAGE_REGISTER.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-WP-001,""Freeze sources, candidate decisions, approved visual component, and documentary baseline"",""Exact bytes, statuses, hashes, and Founder dispositions"" | SHELL-WP-005,""Implement search authorization, indexes, exclusions, suggestions, ranking, and cor"
TRIAGE-05864,STALE_DUPLICATE_CONFLICT_REGISTER.csv,WORKFLOW_REGISTER,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/WORKFLOW_REGISTER.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: SHELL-WF-001,Authenticate and bootstrap shell,""Resolve identity, session, memberships, context candidates, policy, permission projection, and shell version before protected render."" | SHELL-WF-005,Open deep link,""Authenticate, validate descriptor, establish or"
TRIAGE-05865,STALE_DUPLICATE_CONFLICT_REGISTER.csv,DETERMINISTIC_VALIDATION_REPORT,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/04_review/DETERMINISTIC_VALIDATION_REPORT.json,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: ""artifact"": ""EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md"", | ""complete_pia_not_founder_approved"": true, | ""candidate_founder_decisions"": 12, | ""basis"": ""The candidate defines scope, 76 requirements, 20 workf"
TRIAGE-05866,STALE_DUPLICATE_CONFLICT_REGISTER.csv,INTERNAL_COMPLETION_AND_STRENGTHENING_REVIEW_REPORT,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/04_review/INTERNAL_COMPLETION_AND_STRENGTHENING_REVIEW_REPORT.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Artifact reviewed:** `EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md` | **Result:** `PASS_FOR_COMPLETE_DOCUMENTARY_CANDIDATE_AND_FRESH_REVIEW_INTAKE` | The Founder-approved V0.3.1 document is not the complete
TRIAGE-05867,STALE_DUPLICATE_CONFLICT_REGISTER.csv,CODEX_FRESH_STRUCTURED_REVIEW_DIRECTIVE,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/05_directive/CODEX_FRESH_STRUCTURED_REVIEW_DIRECTIVE.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Founder authority required for execution:** Rian Ray | Intake and review `ES-PIA-CORE-NAV-SEARCH-SHELL-V0.4.0` as the complete documentary candidate for Item 05. Preserve the Founder-approved visual-system V0.3.1 as an immutable incorporated component. Do no
TRIAGE-05868,STALE_DUPLICATE_CONFLICT_REGISTER.csv,CHECKSUMS,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/06_integrity/CHECKSUMS.sha256,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: cae226d7c2da6f8dafb494d2e3e3ffa8d1ece0b25b3eaa2da64608e76f2fb9ea 01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.docx | 700dccb832bde4b69eb72e3e7b0add95a042cbcfe6eadc0e2562a01aa51e632b 01_pia/EquineSync_Core
TRIAGE-05869,STALE_DUPLICATE_CONFLICT_REGISTER.csv,PACKAGE_MANIFEST,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/06_integrity/PACKAGE_MANIFEST.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: 01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.docx,103352,cae226d7c2da6f8dafb494d2e3e3ffa8d1ece0b25b3eaa2da64608e76f2fb9ea,PAYLOAD_LEDGER_BOUND | 01_pia/EquineSync_Core_Navigation_Search_Application_Shell_"
TRIAGE-05870,STALE_DUPLICATE_CONFLICT_REGISTER.csv,README,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/README.md,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: This package confirms that the previously approved artifact is a visual-system section, not the complete Core Navigation, Search, and Application Shell PIA. It supplies a complete V0.4 documentary candidate under the 43- | 1. `01_pia/EquineSync_Core_Navigation"
TRIAGE-05871,STALE_DUPLICATE_CONFLICT_REGISTER.csv,EQUINESYNC_CORE_NAVIGATION_SEARCH_APPLICATION_SHELL_PIA_V0_4_0_COMPLETE_DOCUMENTARY_CANDIDATE_MA,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate_MACHINE_READABLE.json,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: ""status"": ""ITEM_05_V0_4_COMPLETE_DOCUMENTARY_CANDIDATE_READY_FOR_COMPLIANT_FRESH_REVIEW"", | ""founder_approved_complete_pia"": false, | ""filename"": ""EquineSync_Core_Navigation_Visual_System_PIA_Section_V0_3_1_Founder_Approved.md"", | ""founder_approved_documentary"
TRIAGE-05872,STALE_DUPLICATE_CONFLICT_REGISTER.csv,EQUINESYNC_CORE_NAVIGATION_SEARCH_APPLICATION_SHELL_PIA_V0_4_0_COMPLETE_DOCUMENTARY_CANDIDATE,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Draft and internal review date:** `2026-07-23` | **Status:** `ITEM_05_V0_4_COMPLETE_DOCUMENTARY_CANDIDATE_READY_FOR_COMPLIANT_FRESH_REVIEW` | **Founder and approval authority:** `Rian Ray` | **Drafting and internal review function:** `ChatGPT documentary dra
TRIAGE-05873,STALE_DUPLICATE_CONFLICT_REGISTER.csv,ES_2026_07_23,FEATURE_INCLUSION_CONFLICT_OR_DUPLICATE,P2,DOES_NOT_BLOCK_GLOBAL_COMPARISON,Use canonical_path and deduplicate affected feature inclusion rows before comparing affected feature scope.,YES,NO,NO,YES_IF_PUBLIC_OR_PRODUCTION_SCOPE,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/02_founder_records/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: # Founder Governance Disposition | **Disposition ID:** `ES-PIA-PROGRAM-FOUNDER-DISPOSITION-2026-07-23-01` | **Founder:** Rian Ray | **Program:** EquineSync Product Implementation Atlas drafting program, Items 01 through 10"
TRIAGE-05874,STALE_DUPLICATE_CONFLICT_REGISTER.csv,FRESH_SEGREGATED_STRUCTURED_REVIEW_REPORT,FEATURE_INCLUSION_CONFLICT_OR_DUPLICATE,P2,DOES_NOT_BLOCK_GLOBAL_COMPARISON,Use canonical_path and deduplicate affected feature inclusion rows before comparing affected feature scope.,YES,NO,NO,YES_IF_PUBLIC_OR_PRODUCTION_SCOPE,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/03_review/FRESH_SEGREGATED_STRUCTURED_REVIEW_REPORT.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Exact controlling artifact SHA-256:** `700dccb832bde4b69eb72e3e7b0add95a042cbcfe6eadc0e2562a01aa51e632b` | **Result:** `PASS_WITH_RETAINED_NONBLOCKING_LIFECYCLE_FINDINGS` | This review was performed against the exact frozen V0.4.0 Markdown bytes and separate
TRIAGE-05875,STALE_DUPLICATE_CONFLICT_REGISTER.csv,REVIEW_DISPOSITION,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/03_review/REVIEW_DISPOSITION.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Disposition:** `ACCEPT_FOR_CANONICAL_DOCUMENTARY_INTEGRATION_WITH_RETAINED_LIFECYCLE_FINDINGS` | The exact V0.4.0 bytes are accepted as the Founder-approved documentary baseline when read together with: | 1. `FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTAR
TRIAGE-05876,STALE_DUPLICATE_CONFLICT_REGISTER.csv,CHECKSUMS,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/05_integrity/CHECKSUMS.sha256,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: 700dccb832bde4b69eb72e3e7b0add95a042cbcfe6eadc0e2562a01aa51e632b 01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md | e21d32923f64329b6a2be8774a7f5d4b1e7008a14203a553d3ac004a6472f42c 01_contro
TRIAGE-05877,STALE_DUPLICATE_CONFLICT_REGISTER.csv,PACKAGE_MANIFEST,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/05_integrity/PACKAGE_MANIFEST.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: 01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,177472,700dccb832bde4b69eb72e3e7b0add95a042cbcfe6eadc0e2562a01aa51e632b,package_artifact | 01_controlling_source/EquineSync_Core_Navigation_S"
TRIAGE-05878,STALE_DUPLICATE_CONFLICT_REGISTER.csv,README,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/README.md,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: This package preserves the exact Founder-approved Core Navigation, Search, and Application Shell V0.4.0 documentary baseline and adds a separately controlled Founder overlay, fresh segregated review, findings disposition"
TRIAGE-05879,STALE_DUPLICATE_CONFLICT_REGISTER.csv,REPOSITORY_INTEGRATION_RECEIPT,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/03_repository_lifecycle/REPOSITORY_INTEGRATION_RECEIPT.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Starting branch/ref:** `origin/codex/item-05-core-navigation-shell-v0-4-fresh-review-blocked-receipt-v1` | **Default branch integration commit:** `PENDING_FOUNDER_APPROVAL_AND_MERGE` | ## Relationship to Prior Blocked Receipt | This receipt supplements the e
TRIAGE-05880,STALE_DUPLICATE_CONFLICT_REGISTER.csv,REPOSITORY_PACKAGE_INDEX,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/03_repository_lifecycle/REPOSITORY_PACKAGE_INDEX.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: **Status:** Founder-approved canonical V0.4.0 documentary baseline; fresh segregated review passed with retained lifecycle findings | - Existing blocked receipt: `docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/REPOSITORY_BLOCKED_RECEIPT
TRIAGE-05881,STALE_DUPLICATE_CONFLICT_REGISTER.csv,ES_PIA_TASK_CALENDAR_SCHEDULING_NOTIFICATION_V0,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/06_task_calendar_scheduling_notification/source_package/ES-PIA-TASK-CALENDAR-SCHEDULING-NOTIFICATION-V0.3.0-CANONICAL-CONFORMANCE-FRESH-STRUCTURED-REVIEW/ACCEPTANCE_CRITERIA.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: TCSN-AC-004,An acceptance-required assignment remains pending until accepted or otherwise resolved.,Mapped by Section 40 requirement-family range,AS_BUILT_VERIFICATION_REQUIRED | TCSN-AC-032,Offline completion remains visibly pending until synchronization.,Map"
TRIAGE-05882,STALE_DUPLICATE_CONFLICT_REGISTER.csv,ES_PIA_TASK_CALENDAR_SCHEDULING_NOTIFICATION_V0,HISTORICAL_DRAFT_SUPERSEDED_NONBLOCKING_PROVENANCE,P3,RETAIN_DURING_CODE_COMPARISON,Retain duplicate/historical mapping; compare against canonical_path only.,YES,NO,NO,NO,governance/pia/items/06_task_calendar_scheduling_notification/source_package/ES-PIA-TASK-CALENDAR-SCHEDULING-NOTIFICATION-V0.3.0-CANONICAL-CONFORMANCE-FRESH-STRUCTURED-REVIEW/ADVERSARIAL_SCENARIOS.md,STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: | TCSN-ADV-001 | A user attempts to complete a task by merely opening its notification. | | | TCSN-ADV-032 | A documentary draft is represented as production or enrollment approval. | | | TCSN-ADV-037 | A stale notification template sends superseded instructio
TRIAGE-05883,STALE_DUPLICATE_CONFLICT_REGISTER.csv,ES_PIA_TASK_CALENDAR_SCHEDULING_NOTIFICATION_V0,FEATURE_INCLUSION_CONFLICT_OR_DUPLICATE,P2,DOES_NOT_BLOCK_GLOBAL_COMPARISON,Use canonical_path and deduplicate affected feature inclusion rows before comparing affected feature scope.,YES,NO,NO,YES_IF_PUBLIC_OR_PRODUCTION_SCOPE,governance/pia/items/06_task_calendar_scheduling_notification/source_package/ES-PIA-TASK-CALENDAR-SCHEDULING-NOTIFICATION-V0.3.0-CANONICAL-CONFORMANCE-FRESH-STRUCTURED-REVIEW/CANONICAL_HEADING_CONFORMANCE_MATRIX.csv,"STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT: canonical_section_number,canonical_heading,successor_draft_section_number,successor_draft_heading,match_status,source_location,notes,remediation_disposition | 6,Definitions and Controlled Vocabulary,6,Definitions and Controlled Vocabulary,MATCH,V0.2 Section 6:"
