row_id,source_path,reason_excluded,blocker_scope,required_action_before_comparison,founder_disposition_required,second_reviewer_or_outside_review_closure_required
UNASSESSED-01011,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01012,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01013,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01014,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01015,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01016,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01017,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01018,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/ACCESSION_READINESS_REPORT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01019,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/ACCESSION_READINESS_REPORT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01020,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/FOUNDER_APPROVAL_RECORD.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01021,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/FOUNDER_APPROVAL_RECORD.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01022,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/README.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01023,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/README.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01024,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01025,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01026,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01027,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01028,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01029,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01030,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01031,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01032,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01033,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01034,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01035,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01036,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01037,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01038,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01039,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01040,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01041,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01042,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01043,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01044,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01045,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01046,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01047,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01048,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01049,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01050,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01051,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01052,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01053,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01054,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01055,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01056,governance/implementation/code-guides/handoffs/CGP_006_WAVE_1_BOUNDED_CANDIDATE_DRAFTING_HANDOFF.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01057,governance/implementation/code-guides/PROGRAM_STATUS.md,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01058,governance/implementation/code-guides/receipts/CGP_004_FOUNDER_DECISION_RECONCILIATION.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01059,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01060,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01061,governance/implementation/code-guides/receipts/CGP_006_WAVE_1_CONDITIONAL_ADOPTION_CUSTODY_RECEIPT.md,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01062,governance/implementation/code-guides/receipts/CGP_006_WAVE_1_CONDITIONAL_ADOPTION_CUSTODY_RECEIPT.md,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01063,governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_CUSTODY_RECEIPT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01064,governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_CUSTODY_RECEIPT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01065,governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_CUSTODY_RECEIPT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01066,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01067,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01068,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01069,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01070,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01071,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01072,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01073,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01074,governance/implementation/code-guides/registers/GUIDE_REVIEW_FINDING_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01075,governance/implementation/code-guides/registers/GUIDE_REVIEW_FINDING_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01076,governance/implementation/code-guides/registers/GUIDE_REVIEW_FINDING_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01077,governance/implementation/code-guides/registers/GUIDE_REVIEW_FINDING_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-01078,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01079,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01080,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01081,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01082,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01083,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01084,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-01085,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
