finding_or_risk,source_path,canonical_path,status,authority_boundary,sha256,commit_sha
"CGP006-F-0002,P2,SOURCE_MODEL,Technical Audit PR #23 could be misread as Code Guide authority,PR #23 contains Founder-approved technical audit decisions but is outside CGP-005 normative source freeze.,CGP_006_PR23_CONFLI",governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,c92972c3ea1c74af1edc60e715ff7d07ecde5c3bc6c87bd8e249fecd2134f865,f5b2973c9a796d6864607dcae42aa6c89f894250
"CGP006-F-0003,P2,AUTHORITY_BOUNDARY,SOURCE_FROZEN could be mistaken for adoption or activation,CGP-005 receipt says Wave 1 guides are SOURCE_FROZEN only and remain NOT_ADOPTED/NOT_ACTIVE.,CGP_005_REPOSITORY_INTEGRATION_R",governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,c92972c3ea1c74af1edc60e715ff7d07ecde5c3bc6c87bd8e249fecd2134f865,f5b2973c9a796d6864607dcae42aa6c89f894250
"CGP006-F-0004,P3,STALE_PROGRAM_TEXT,PROGRAM_STATUS remains at CGP-002-era status text,PROGRAM_STATUS.md still says current prompt CGP-002 and next prompt CGP-003.,PROGRAM_STATUS.md,PROGRAM_WIDE,RESOLVED_METADATA_RECONCIL",governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,c92972c3ea1c74af1edc60e715ff7d07ecde5c3bc6c87bd8e249fecd2134f865,f5b2973c9a796d6864607dcae42aa6c89f894250
"CGP006-F-0005,P3,REFERENCE_CORPUS_SCALE,Large non-normative corpus requires continued promotion controls,""2,511 reference corpus rows and 8,714 exclusion rows remain available but not normative."",WAVE_1_REFERENCE_CORPUS_",governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,governance/implementation/code-guides/initiation/CGP-006/CGP_006_RISK_FINDING_DEVIATION_REGISTER.csv,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,c92972c3ea1c74af1edc60e715ff7d07ecde5c3bc6c87bd8e249fecd2134f865,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
"""purpose"": ""CGP-003 program tracking, findings, open decisions, dependency, or artifact inventory update."",",governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_003_CREATED_ARTIFACT_MANIFEST.json,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,5d9a72bd167fe2b98b0cde82b392311f3e9d3dc7aaaa200a5aeadfaef546f326,f5b2973c9a796d6864607dcae42aa6c89f894250
The Solo-Founder Assurance Profile and Stage 24 readiness rebase require a later Founder directive before work begins. All four Wave 1 guides remain `NOT_ACTIVE`; repository-specific implementation mapping remains `NOT_A,governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
"Retained conditions, retained warnings, retained findings `W1-V11-FIND-0001` through `W1-V11-FIND-0006`, `CGP005-TA-APP-GAP-0004`, activation blockers, implementation-mapping blockers, and implementation blockers remain ",governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
`GAP_0004_REMAINS_OPEN`,governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
`RETAINED_WARNINGS_REMAIN_OPEN`,governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
`ACTIVATION_BLOCKERS_REMAIN_OPEN`,governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
"V1.1 approval and accession do not change guide maturity, adoption, accession, or activation states. PR `#44` is now closed as superseded by the V1.1-conforming successor and was not merged; its preserved historical head",governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
`GAP_0004_REMAINS_OPEN`,governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
`RETAINED_WARNINGS_REMAIN_OPEN`,governance/implementation/code-guides/PROGRAM_STATUS.md,governance/implementation/code-guides/PROGRAM_STATUS.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,857c4b5964f6a1bc3c412dbdca7aeb19859e7feda715d3f4041acb6fac1e5fb1,f5b2973c9a796d6864607dcae42aa6c89f894250
| `P1`,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
"Material defect blocking adoption, activation, or trustworthy implementation",governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
|,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
`P2`,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
Important weakness requiring explicit retained-gap disposition,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
| - open P2: adoption permitted only through an express retained-gap disposition;,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
- a P0 or P1 finding is opened;,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,f5b2973c9a796d6864607dcae42aa6c89f894250
`GAP_0004_REMAINS_OPEN`,governance/implementation/code-guides/README.md,governance/implementation/code-guides/validation/README.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,f5b2973c9a796d6864607dcae42aa6c89f894250
`RETAINED_WARNINGS_REMAIN_OPEN`,governance/implementation/code-guides/README.md,governance/implementation/code-guides/validation/README.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,f5b2973c9a796d6864607dcae42aa6c89f894250
`ACTIVATION_BLOCKERS_REMAIN_OPEN`,governance/implementation/code-guides/README.md,governance/implementation/code-guides/validation/README.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,f5b2973c9a796d6864607dcae42aa6c89f894250
`GAP_0004_REMAINS_OPEN`,governance/implementation/code-guides/README.md,governance/implementation/code-guides/validation/README.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,f5b2973c9a796d6864607dcae42aa6c89f894250
`RETAINED_WARNINGS_REMAIN_OPEN`,governance/implementation/code-guides/README.md,governance/implementation/code-guides/validation/README.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,f5b2973c9a796d6864607dcae42aa6c89f894250
`ACTIVATION_BLOCKERS_REMAIN_OPEN`,governance/implementation/code-guides/README.md,governance/implementation/code-guides/validation/README.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,f5b2973c9a796d6864607dcae42aa6c89f894250
"The retained P2 and P3 findings remain open. They do not block CGP-003 repository integration, but they block affected guide adoption or activation where the required later treatment has not been completed.",governance/implementation/code-guides/receipts/CGP_003_FOUNDER_DECISION_RECONCILIATION.md,governance/implementation/code-guides/receipts/CGP_003_FOUNDER_DECISION_RECONCILIATION.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,51d3dcca4c4e03d7608c1f97fc8835c915c1156e0d9f8ea700dd24ccc6e069ca,f5b2973c9a796d6864607dcae42aa6c89f894250
## Final Findings And Retained Gaps,governance/implementation/code-guides/receipts/CGP_003_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_003_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,f1fe2a14729fc2b53b6960a55cace9ba0627973deb35ac4f2ec9a4e8ec3b4070,f5b2973c9a796d6864607dcae42aa6c89f894250
"- Findings retained downstream: 0 P0, 0 P1, 5 P2, 2 P3",governance/implementation/code-guides/receipts/CGP_004_EXECUTION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_004_EXECUTION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,99c27a4e8a218a07ef704697f048d311f7683931ec4be97b6a14ffd5385c39b7,f5b2973c9a796d6864607dcae42aa6c89f894250
The five P2 and two P3 CGP-004 findings remain retained downstream work:,governance/implementation/code-guides/receipts/CGP_004_FOUNDER_DECISION_RECONCILIATION.md,governance/implementation/code-guides/receipts/CGP_004_FOUNDER_DECISION_RECONCILIATION.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,1cd2b713b18b1a4118514ef14b571733aedfcc0f8e747708ca987eeff2d46d20,f5b2973c9a796d6864607dcae42aa6c89f894250
"- Findings retained downstream: `P0=0`, `P1=0`, `P2=5`, `P3=2`",governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,72e0d3c46e7eb0a075a7f919bfbe2b9bbe6b31392078db2c6b2301af9b605b28,f5b2973c9a796d6864607dcae42aa6c89f894250
## Final Findings And Retained Gaps,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,72e0d3c46e7eb0a075a7f919bfbe2b9bbe6b31392078db2c6b2301af9b605b28,f5b2973c9a796d6864607dcae42aa6c89f894250
"The five P2 and two P3 CGP-004 findings remain retained downstream work. They do not block CGP-004 repository integration. They may block affected guide drafting, adoption, or activation until resolved under later author",governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,72e0d3c46e7eb0a075a7f919bfbe2b9bbe6b31392078db2c6b2301af9b605b28,f5b2973c9a796d6864607dcae42aa6c89f894250
"The finding remains preserved in both finding registers with its original `P2` severity, original overinclusion description, revision history, Founder disposition, revised branch head, closure date, and repository-integr",governance/implementation/code-guides/receipts/CGP_005_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_005_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,82156e2e65c29858bb66425004a3cd47b3e48f17c7b777bcb650d1bdaae88d35,f5b2973c9a796d6864607dcae42aa6c89f894250
| `CGP005-TA-APP-GAP-0002`,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,19bfbc5e1b354574872bf4b4952a8b3c7974a0f7829ba3e2b4b7996946618fa8,f5b2973c9a796d6864607dcae42aa6c89f894250
"All four Wave 1 inputs require CGP-006 refresh. Classify appendix artifacts, allocate affected guide families, preserve normative count `139`, and keep refreshed PR `#30` pending Founder revi",governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,19bfbc5e1b354574872bf4b4952a8b3c7974a0f7829ba3e2b4b7996946618fa8,f5b2973c9a796d6864607dcae42aa6c89f894250
| `CGP005-TA-APP-GAP-0004`,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,19bfbc5e1b354574872bf4b4952a8b3c7974a0f7829ba3e2b4b7996946618fa8,f5b2973c9a796d6864607dcae42aa6c89f894250
"Implementation, provider, pilot, release, enrollment, production, financial, messaging, moderation, AI, archival, and activation gates remain unresolved and outside appendix integration. Pres",governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,19bfbc5e1b354574872bf4b4952a8b3c7974a0f7829ba3e2b4b7996946618fa8,f5b2973c9a796d6864607dcae42aa6c89f894250
"No retained gap created missing provenance, unresolved normative conflict, unapproved source promotion, inability to refresh an affected guide, material ambiguity affecting `ES-CG-00`, or source-byte integrity failure du",governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,19bfbc5e1b354574872bf4b4952a8b3c7974a0f7829ba3e2b4b7996946618fa8,f5b2973c9a796d6864607dcae42aa6c89f894250
| `CGP006-CLF-0001`,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,32b0c0cdf415724df785df6d80d93ef95439dcc7af6f185a18a1bdcb24584cfc,f5b2973c9a796d6864607dcae42aa6c89f894250
External standard remains supporting and non-binding unless separately adopted.,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,32b0c0cdf415724df785df6d80d93ef95439dcc7af6f185a18a1bdcb24584cfc,f5b2973c9a796d6864607dcae42aa6c89f894250
|,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,32b0c0cdf415724df785df6d80d93ef95439dcc7af6f185a18a1bdcb24584cfc,f5b2973c9a796d6864607dcae42aa6c89f894250
`CGP006-CLF-0002`,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,32b0c0cdf415724df785df6d80d93ef95439dcc7af6f185a18a1bdcb24584cfc,f5b2973c9a796d6864607dcae42aa6c89f894250
Retained source conflicts remain visible; each must be resolved or explicitly carried before guide adoption or activation.,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,RETAINED_OPEN_OR_RESIDUAL_RISK_TEXT_PRESENT,NOT_CLOSED_BY_ACCESSION,32b0c0cdf415724df785df6d80d93ef95439dcc7af6f185a18a1bdcb24584cfc,f5b2973c9a796d6864607dcae42aa6c89f894250
