feature_id,parent_feature_id,feature_name,product_domain,stable_id_basis,historical_or_repository_mapping,status
ES-FEAT-FINANCIAL-015,ES-FEAT-FINANCIAL-000,taxes,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-016,ES-FEAT-FINANCIAL-000,accounting export,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Reports.jsx;frontend/src/features/dashboards/DashboardResolver.jsx;frontend/src/features/dashboards/FacilityDashboard.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-017,ES-FEAT-FINANCIAL-000,financial reporting,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-018,ES-FEAT-FINANCIAL-000,evidence and reconciliation,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-019,ES-FEAT-FINANCIAL-000,owner-visible projections,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/membership.py,MATRIX_ROW
ES-FEAT-INVENTORY-000,ROOT,Inventory and assets,Inventory and assets,DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/onboarding.py; backend/routes/horse_ledger.py; backend/routes/backlog.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-INVENTORY-001,ES-FEAT-INVENTORY-000,feed inventory,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/SupplyInventory.jsx;frontend/src/pages/Feed.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;backend/routes/onboarding.py;backend/routes/manager_intake.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/horse_ledger.py,MATRIX_ROW
ES-FEAT-INVENTORY-002,ES-FEAT-INVENTORY-000,medication supplies,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Medications.jsx;frontend/src/pages/HealthCareLogs.jsx;frontend/src/pages/HorseProfile.jsx;frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;backend/routes/onboarding.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/manager_intake.py;backend/routes/owner.py,MATRIX_ROW
ES-FEAT-INVENTORY-003,ES-FEAT-INVENTORY-000,equipment,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Equipment.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-004,ES-FEAT-INVENTORY-000,tack,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/Equipment.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/OwnerUpdates.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-005,ES-FEAT-INVENTORY-000,lots,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-006,ES-FEAT-INVENTORY-000,expiration,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-007,ES-FEAT-INVENTORY-000,purchasing,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-008,ES-FEAT-INVENTORY-000,receiving,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-009,ES-FEAT-INVENTORY-000,usage,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Horses.jsx;frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/subscriptions.py,MATRIX_ROW
ES-FEAT-INVENTORY-010,ES-FEAT-INVENTORY-000,waste,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;frontend/src/pages/Today.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-011,ES-FEAT-INVENTORY-000,reordering,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INVENTORY-012,ES-FEAT-INVENTORY-000,vendor records,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/SupplyInventory.jsx;frontend/src/pages/Expenses.jsx;frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/admin.py;backend/routes/audit.py;backend/routes/barn_owner_intake.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-INVENTORY-013,ES-FEAT-INVENTORY-000,AI-assisted identification,Inventory and assets,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-INCIDENT-000,ROOT,"Incidents, emergency, welfare, and biosecurity","Incidents, emergency, welfare, and biosecurity",DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/operations.py; frontend/src/pages/Incidents.jsx; frontend/src/pages/EmergencyWorkflows.jsx,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-INCIDENT-001,ES-FEAT-INCIDENT-000,rider injury,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/features/dashboards/RiderDashboard.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;backend/routes/rider_profile.py;backend/routes/care.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/admin_billing.py,MATRIX_ROW
ES-FEAT-INCIDENT-002,ES-FEAT-INCIDENT-000,staff injury,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/StaffDashboard.jsx;frontend/src/pages/StaffScheduling.jsx;frontend/src/pages/StaffTasks.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyWorkflows.jsx;backend/routes/staff_intake.py;backend/routes/care.py;backend/routes/guardian_intake.py;backend/routes/manager_intake.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-INCIDENT-003,ES-FEAT-INCIDENT-000,horse injury,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/HealthCareLogs.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-004,ES-FEAT-INCIDENT-000,medication error,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Medications.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/features/dashboards/ServiceProviderDashboard.jsx;backend/routes/staff_intake.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-005,ES-FEAT-INCIDENT-000,loose horse,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Incidents.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-006,ES-FEAT-INCIDENT-000,fire,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-007,ES-FEAT-INCIDENT-000,weather emergency,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/BarnLocations.jsx;backend/routes/care.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py;backend/routes/rider_profile.py,MATRIX_ROW
ES-FEAT-INCIDENT-008,ES-FEAT-INCIDENT-000,disease exposure,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-009,ES-FEAT-INCIDENT-000,quarantine,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-010,ES-FEAT-INCIDENT-000,safeguarding incident,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Incidents.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Riders.jsx;backend/routes/operations.py;backend/routes/dashboard.py;backend/routes/care.py;backend/routes/guardian_intake.py;backend/routes/horses.py,MATRIX_ROW
ES-FEAT-INCIDENT-011,ES-FEAT-INCIDENT-000,emergency contacts,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/Incidents.jsx;backend/routes/care.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py;backend/routes/rider_profile.py,MATRIX_ROW
ES-FEAT-INCIDENT-012,ES-FEAT-INCIDENT-000,escalation,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horse_ledger.py;backend/routes/horses.py,MATRIX_ROW
ES-FEAT-INCIDENT-013,ES-FEAT-INCIDENT-000,evidence preservation,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-INCIDENT-014,ES-FEAT-INCIDENT-000,regulatory reporting,"Incidents, emergency, welfare, and biosecurity",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Incidents.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-EVENTS-000,ROOT,"Shows, events, travel, and transport","Shows, events, travel, and transport",DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,frontend/src/pages/Competitions.jsx; backend/routes/backlog.py; backend/routes/operations.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-EVENTS-001,ES-FEAT-EVENTS-000,event templates,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/AcceptInvite.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/Login.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-002,ES-FEAT-EVENTS-000,entries,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/BarnLocations.jsx;frontend/src/pages/Competitions.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/OwnerPortal.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-003,ES-FEAT-EVENTS-000,divisions and classes,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-004,ES-FEAT-EVENTS-000,ride times,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/RiderDashboard.jsx;frontend/src/pages/RideGps.jsx;frontend/src/pages/Riders.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/rider_profile.py;backend/routes/admin_billing.py;backend/routes/care.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-005,ES-FEAT-EVENTS-000,group itineraries,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/GroupMessaging.jsx;frontend/src/pages/AdminBillingDashboard.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Horses.jsx;frontend/src/pages/Inventory.jsx;backend/routes/analytics.py;backend/routes/subscriptions_webhook_handlers.py;backend/routes/admin_billing.py;backend/routes/backlog.py;backend/routes/horses.py,MATRIX_ROW
ES-FEAT-EVENTS-006,ES-FEAT-EVENTS-000,horse transport,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-007,ES-FEAT-EVENTS-000,rider transport,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/RiderDashboard.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;backend/routes/rider_profile.py;backend/routes/admin_billing.py;backend/routes/recurring_charges.py;backend/routes/analytics.py;backend/routes/auth.py,MATRIX_ROW
ES-FEAT-EVENTS-008,ES-FEAT-EVENTS-000,minor travel,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/recurring_charges.py;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/billing.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-EVENTS-009,ES-FEAT-EVENTS-000,lodging,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-010,ES-FEAT-EVENTS-000,guardian approval,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/GuardianDashboard.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/guardian_intake.py;backend/routes/student_guardians.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/admin_billing.py,MATRIX_ROW
ES-FEAT-EVENTS-011,ES-FEAT-EVENTS-000,location sharing,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/BarnLocations.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/Equipment.jsx;frontend/src/pages/Horses.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/onboarding.py;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/backlog.py;backend/routes/membership.py,MATRIX_ROW
ES-FEAT-EVENTS-012,ES-FEAT-EVENTS-000,veterinary documentation,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-EVENTS-013,ES-FEAT-EVENTS-000,schedule changes,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/ArenaSchedule.jsx;frontend/src/pages/PastureSchedule.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;frontend/src/pages/EmergencyWorkflows.jsx;backend/routes/owner.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/staff_intake.py;backend/routes/admin_billing.py,MATRIX_ROW
ES-FEAT-EVENTS-014,ES-FEAT-EVENTS-000,cancellation,"Shows, events, travel, and transport",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/pages/PerformanceAnalytics.jsx;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/owner_updates.py;backend/routes/recurring_charges.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-MARKETPLACE-000,ROOT,"Marketplace, provider network, and community","Marketplace, provider network, and community",DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/service_provider_center.py; backend/routes/backlog.py; frontend/src/features/dashboards/ServiceProviderDashboard.jsx,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-MARKETPLACE-001,ES-FEAT-MARKETPLACE-000,provider profiles,"Marketplace, provider network, and community",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/Signup.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Enrollment.jsx;backend/routes/membership.py;backend/routes/service_provider_center.py;backend/routes/admin_review.py;backend/routes/auth.py;backend/routes/horse_ledger.py,MATRIX_ROW
ES-FEAT-MARKETPLACE-002,ES-FEAT-MARKETPLACE-000,provider verification,"Marketplace, provider network, and community",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/Signup.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Enrollment.jsx;backend/routes/admin_review.py;backend/routes/auth.py;backend/routes/membership.py;backend/routes/service_provider_center.py;backend/routes/admin_billing.py,MATRIX_ROW
ES-FEAT-MARKETPLACE-003,ES-FEAT-MARKETPLACE-000,credentials,"Marketplace, provider network, and community",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Enrollment.jsx;frontend/src/pages/Signup.jsx;frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/CareLedgerTab.jsx;backend/routes/auth.py;backend/routes/membership.py;backend/routes/admin_review.py;backend/routes/admin.py;backend/routes/admin_billing.py,MATRIX_ROW
ES-FEAT-MARKETPLACE-004,ES-FEAT-MARKETPLACE-000,listings,"Marketplace, provider network, and community",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Signup.jsx;frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Enrollment.jsx;backend/routes/membership.py;backend/routes/admin_review.py;backend/routes/auth.py;backend/routes/admin_billing.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-MARKETPLACE-005,ES-FEAT-MARKETPLACE-000,discovery,"Marketplace, provider network, and community",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Signup.jsx;frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Enrollment.jsx;backend/routes/membership.py;backend/routes/admin_review.py;backend/routes/auth.py;backend/routes/admin_billing.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-MARKETPLACE-006,ES-FEAT-MARKETPLACE-000,search ranking,"Marketplace, provider network, and community",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Signup.jsx;frontend/src/pages/Enrollment.jsx;frontend/src/pages/Expenses.jsx;frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/AcceptInvite.jsx;backend/routes/membership.py;backend/routes/admin_billing.py;backend/routes/admin_review.py;backend/routes/auth.py;backend/routes/backlog.py,MATRIX_ROW
