path,line,matched_terms,assertion_excerpt,classification,rationale
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5722,ADOPTED,"CGP005-EXCL-ES-CG-13-1333,ES-CG-13,CGSRC-GOV-0803,Specialized Canon Controlled Review Validation Report,docs/canon/reviews/specialized_canon_controlled_review_v1_0/VALIDATION_REPORT.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provena",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5723,ADOPTED,"CGP005-EXCL-ES-CG-13-1334,ES-CG-13,CGSRC-GOV-0804,Controlled Review Classification Correction Ledger,docs/canon/reviews/stage0_c0_classification_correction/CONTROLLED_REVIEW_CLASSIFICATION_CORRECTION_LEDGER.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5724,ADOPTED,"CGP005-EXCL-ES-CG-13-1335,ES-CG-13,CGSRC-GOV-0805,Controlled Review Ingestion Correction Report,docs/canon/reviews/stage0_c0_classification_correction/CONTROLLED_REVIEW_INGESTION_CORRECTION_REPORT.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpre",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5725,ADOPTED,"CGP005-EXCL-ES-CG-13-1336,ES-CG-13,CGSRC-GOV-0806,Exact Source Recovery Queue,docs/canon/reviews/stage0_c0_classification_correction/EXACT_SOURCE_RECOVERY_QUEUE.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-e",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5726,ADOPTED,"CGP005-EXCL-ES-CG-13-1337,ES-CG-13,CGSRC-GOV-0807,Manifest.Json,docs/canon/reviews/stage0_c0_classification_correction/MANIFEST.json,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict n",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5727,ADOPTED,"CGP005-EXCL-ES-CG-13-1338,ES-CG-13,CGSRC-GOV-0808,Offline and Program Evidence Consolidation,docs/canon/reviews/stage0_c0_classification_correction/OFFLINE_AND_PROGRAM_EVIDENCE_CONSOLIDATION.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5728,ADOPTED,"CGP005-EXCL-ES-CG-13-1339,ES-CG-13,CGSRC-GOV-0809,Unresolved Source Ledger.Json,docs/canon/reviews/stage0_c0_classification_correction/UNRESOLVED_SOURCE_LEDGER.json,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5729,ADOPTED,"CGP005-EXCL-ES-CG-13-1340,ES-CG-13,CGSRC-GOV-0810,Controlled Review Correction Validation Report,docs/canon/reviews/stage0_c0_classification_correction/VALIDATION_REPORT.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, impleme",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5730,ADOPTED,"CGP005-EXCL-ES-CG-13-1341,ES-CG-13,CGSRC-GOV-0811,C0 Repository Reconciliation Data Supplement V1 0.Json,docs/canon/reviews/stage0_c0_repository_incorporation/C0_REPOSITORY_RECONCILIATION_DATA_SUPPLEMENT_V1_0.json,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete autho",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5731,ADOPTED,"CGP005-EXCL-ES-CG-13-1342,ES-CG-13,CGSRC-GOV-0812,C0 Repository Reconciliation Supplement V1.0,docs/canon/reviews/stage0_c0_repository_incorporation/C0_REPOSITORY_RECONCILIATION_SUPPLEMENT_V1_0.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretat",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5732,ADOPTED,"CGP005-EXCL-ES-CG-13-1343,ES-CG-13,CGSRC-GOV-0813,Stage0 C0 Repository Incorporation Manifest.Json,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_REPOSITORY_INCORPORATION_MANIFEST.json,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interp",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5733,ADOPTED,"CGP005-EXCL-ES-CG-13-1344,ES-CG-13,CGSRC-GOV-0814,Stage 0 Companion and C0 Source Reconciliation Repository Incorporation Report,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_REPOSITORY_INCORPORATION_REPORT.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5734,ADOPTED,"CGP005-EXCL-ES-CG-13-1345,ES-CG-13,CGSRC-GOV-0815,Stage0 C0 Repository Path Mapping.Json,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_REPOSITORY_PATH_MAPPING.json,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5735,ADOPTED,"CGP005-EXCL-ES-CG-13-1346,ES-CG-13,CGSRC-GOV-0816,Stage 0 and C0 Unresolved Conflict Ledger,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_UNRESOLVED_CONFLICT_LEDGER.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, proven",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5736,ADOPTED,"CGP005-EXCL-ES-CG-13-1347,ES-CG-13,CGSRC-GOV-0817,""EQUINESYNC MEDIA, FILES, AND DIGITAL ASSET GOVERNANCE GAP MATRIX"",docs/canon/reviews/stage0_companion_reconciliation_v1_2/03_MEDIA_FILES_DIGITAL_ASSET_GOVERNANCE_GAP_MATRIX_V1_1.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifie",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5737,ADOPTED,"CGP005-EXCL-ES-CG-13-1348,ES-CG-13,CGSRC-GOV-0818,""EQUINESYNC MEDIA, FILES, AND DIGITAL ASSET CLASSIFICATION AND HANDLING MATRIX"",docs/canon/reviews/stage0_companion_reconciliation_v1_2/04_MEDIA_FILES_DIGITAL_ASSET_CLASSIFICATION_AND_HANDLING_MATRIX_V1_1.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only i",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5738,ADOPTED,"CGP005-EXCL-ES-CG-13-1349,ES-CG-13,CGSRC-GOV-0819,Map**,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_CANON_DEPENDENCY_MAP_V1_1.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5739,ADOPTED,"CGP005-EXCL-ES-CG-13-1350,ES-CG-13,CGSRC-GOV-0820,*Every Horse. Every Task. In Sync.*,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_CONSTITUTIONAL_AUTHORITY_MATRIX_V1_1.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation,",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5740,ADOPTED,"CGP005-EXCL-ES-CG-13-1351,ES-CG-13,CGSRC-GOV-0821,1. Purpose,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_CONSTITUTIONAL_CROSS_REFERENCE_INDEX_V1_1.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, impleme",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5741,ADOPTED,"CGP005-EXCL-ES-CG-13-1352,ES-CG-13,CGSRC-GOV-0822,AND DEFINITIONS INDEX**,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_1.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretat",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5742,ADOPTED,"CGP005-EXCL-ES-CG-13-1353,ES-CG-13,CGSRC-GOV-0823,VERSION 1.2 • FOUNDER-ACCEPTED GOVERNANCE REVIEW ARTIFACT • NOT ADOPTED,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_GOVERNANCE_COMPANION_ARTIFACTS_REVIEW_MEMORANDUM_V1_2.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later draf",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5743,ADOPTED,"CGP005-EXCL-ES-CG-13-1354,ES-CG-13,CGSRC-GOV-0824,EQUINESYNC SECURITY FOUNDATIONAL MODELS V1.0 FOUNDER VERSION EXCEPTION DIRECTIVE,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_SECURITY_FOUNDATIONAL_MODELS_V1_0_FOUNDER_VERSION_EXCEPTION_DIRECTIVE_V1_0.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5744,ADOPTED,"CGP005-EXCL-ES-CG-13-1355,ES-CG-13,CGSRC-GOV-0825,Manifest.Json,docs/canon/reviews/stage0_companion_reconciliation_v1_2/MANIFEST.json,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5745,ADOPTED,"CGP005-EXCL-ES-CG-13-1356,ES-CG-13,CGSRC-GOV-0826,""MASTER MEDIA, FILES, AND DIGITAL ASSET GOVERNANCE MODEL V2.1"",docs/canon/reviews/stage0_companion_reconciliation_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifie",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5792,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1403,ES-CG-13,CGSRC-PROP-0001,Master Relationship Model Proposed Corrections,docs/canon/MASTER_RELATIONSHIP_MODEL_PROPOSED_CORRECTIONS.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-eviden",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5793,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1404,ES-CG-13,CGSRC-PROP-0002,Master Relationship Model v2.0 Canon Index Proposal,docs/canon/MASTER_RELATIONSHIP_MODEL_V2_0_CANON_INDEX_PROPOSAL.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementat",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5794,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1405,ES-CG-13,CGSRC-PROP-0003,Master Relationship Model v2.0 Dependency Proposals,docs/canon/MASTER_RELATIONSHIP_MODEL_V2_0_DEPENDENCY_PROPOSALS.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementat",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5795,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1406,ES-CG-13,CGSRC-PROP-0004,MASTER RELATIONSHIP MODEL - VERSION 2.0 FINAL CANDIDATE,docs/canon/MASTER_RELATIONSHIP_MODEL_V2_0_FINAL_CANDIDATE.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementati",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5796,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1407,ES-CG-13,CGSRC-PROP-0005,""MASTER AGREEMENT, CONSENT, AND AUTHORIZATION MODEL"",docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenanc",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5797,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1408,ES-CG-13,CGSRC-PROP-0006,MASTER AUDIT EVENT AND EVIDENCE MODEL,docs/canon/candidates/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_FOUNDER_APPROVED.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implem",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5798,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1409,ES-CG-13,CGSRC-PROP-0007,""MASTER COMMUNICATION, NOTIFICATION, AND NOTICE MODEL"",docs/canon/candidates/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_FOUNDER_APPROVED.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, inte",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5799,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1410,ES-CG-13,CGSRC-PROP-0008,""MASTER DATA PROTECTION, ENCRYPTION, AND KEY MANAGEMENT MODEL"",docs/canon/candidates/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, inter",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5800,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1411,ES-CG-13,CGSRC-PROP-0009,""Master Equine Health, Welfare, Medical Record, and Clinical Support Model V1.1"",docs/canon/candidates/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_1_RECONCILED_ADOPTION_CANDIDATE.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate o",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5801,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1412,ES-CG-13,CGSRC-PROP-0010,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,docs/canon/candidates/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, imple",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5802,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1413,ES-CG-13,CGSRC-PROP-0011,Master Financial Truth and Responsibility Model,docs/canon/candidates/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_0.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, imp",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/source-freeze/WAVE_1_SOURCE_EXCLUSION_REGISTER.csv,5803,NOT_ADOPTED;ADOPTED,"CGP005-EXCL-ES-CG-13-1414,ES-CG-13,CGSRC-PROP-0012,""MASTER IDENTITY, ACCOUNT, AND ACTOR MODEL"",docs/canon/candidates/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md,PROPOSED,PROPOSED_NOT_ADOPTED,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-",CURRENT_V1_1_STATUS_CONTROLLING,Classified by authority-reconciliation validator from path and assertion context.
