requirement_id,requirement_text,controlling_source,source_path,source_locator,source_version,source_version_declaration_state,authority_state,requirement_type,original_requirement_type_claim,iso29148_characteristic_check,requirement_status,backward_trace_state,design_tier_state,product_domain,affected_actors,affected_data,safeguarding_relevance,financial_relevance,privacy_relevance,health_or_welfare_relevance,implementation_path,candidate_symbol_identifier,symbol_resolution_state,implementation_summary,path_verification_state,discovery_method,verification_method,verification_commit,reviewer,review_date,requirement_satisfaction_analysis,known_divergence,candidate_test_file_id,test_case_identified,test_type,test_path,exact_test_or_assertion_locator,execution_command,execution_environment,execution_date,execution_commit,result,runtime_evidence,evidence_artifact,confidence,confidence_basis,gap_state,owner,next_action
T1R2-REQ-0054,Time clock / attendance | No offline proof found | Online-only | Likely online-only unless a clock reconciliation model is built | Required decision | Required evidence | Staff/payroll-like | If offline | No | Yes if queued,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 69,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Staff,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0054,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0055,Barn map / location board | No offline proof found | Online-only | Last-known-good read cache or online-only acceptance | Required decision | Required evidence | Facility | If offline read | Optional | No,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 70,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Facility And Tenant,Governance steward; implementation reviewer,evidence records,NO,NO,NO,NO,frontend/src/pages/admin/AdminFacilityDrawer.jsx,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0055,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0056,Horse list | No universal read cache proof found | Online-only | Last-known-good read cache if used in field with poor signal | Required decision | Required evidence | Horse/facility | If offline read | Optional | No,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 71,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Facility And Tenant,Governance steward; implementation reviewer,horse profile data; evidence records,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0056,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0057,"Horse profile view | HorseOps read surfaces exist, offline read cache not proven | Online-only | Last-known-good read cache or online-only acceptance | Required decision | Required evidence | Horse/owner | If offline read | Optional | No",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 72,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Owner,horse profile data; evidence records,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0057,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0058,"Daily care check | HorseOps daily checks exist, offline queue not proven across workflow | Partial | Draft/queue, retry, duplicate prevention, conflict review | Required proof | Required proof | Horse care | Yes | Optional | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 73,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,horse profile data,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0058,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_review_queue_and_lifecycle.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0059,"Feed note | QuickAddSheet draft pattern, workflow-specific queue not proven | Partial | Draft/queue, amount/unit preservation, retry | Required proof | Required proof | Horse care | Yes | Optional | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 74,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,horse profile data,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0060,"Water note | QuickAddSheet draft pattern, workflow-specific queue not proven | Partial | Draft/queue, retry | Required proof | Required proof | Horse care | Yes | Optional | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 75,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,horse profile data,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0061,"Hay / hay net note | HorseOps hay/hay-net fields exist, offline proof missing | Partial | Draft/queue, retry, no owner leak of staff notes | Required proof | Required proof | Horse care | Yes | Optional | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 76,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Owner; Staff,horse profile data,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0061,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf15_offline_lock_screen_field_reliability.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0062,"Stall bedding note | HorseOps bedding fields exist, offline proof missing | Partial | Draft/queue, retry | Required proof | Required proof | Horse care | Yes | Optional | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 77,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,horse profile data,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0062,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf15_offline_lock_screen_field_reliability.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0063,Medication log | No launch-grade offline proof found | Online-only | Strong idempotency and conflict handling if queued | Required decision | Required evidence | Medical-like | Yes if offline | Optional | Yes,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 78,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0063,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0064,Incident report | No launch-grade offline proof found | Online-only | Draft/queue or explicit online-only limitation | Required decision | Required evidence | Safety/legal | Yes if offline | Optional | Yes,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 79,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:13Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0064,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_3_multi_barn_gap_report.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0065,"Owner request | Owner request surfaces exist, offline proof missing | Online-only | Online-only accepted or draft/queue with privacy proof | Required decision | Required evidence | Owner/facility | If offline | Optional | Yes if queued",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 80,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Privacy,Owner,personal data; evidence records,NO,NO,YES,NO,frontend/src/pages/admin/AdminFacilityDrawer.jsx,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:14Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0065,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_6c_document_request_foundation.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0066,"Owner portal view | Owner-safe read projection exists, offline cache not proven | Online-only | Online-only or owner-safe read cache | Required decision | Required evidence | Owner-safe horse data | If offline read | Optional | No",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 81,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Owner,horse profile data; evidence records,NO,NO,NO,YES,backend/tests/test_horse_ledger_1d.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:14Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0066,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
