permitted_starting_state,permitted_next_state,permitted,required_authority,required_evidence,prohibited_transitions,reversal_rules,suspension_rules,supersession_rules,reactivation_rules,archival_rules,lifecycle_rule_class_id
HISTORICAL_RETAINED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,DRAFT_UNMERGED,YES,DOCUMENTARY_DRAFTING_OR_REVIEW_AUTHORITY,DRAFT_OR_REVIEW_PACKAGE_RECORD,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,RETURN_TO_REMEDIATION_OR_REJECTION_REQUIRES_REVIEW_DISPOSITION,NOT_ACTIVE_STATE_HAS_NO_SUSPENSION_EFFECT,SUCCESSOR_PACKAGE_OR_DOCUMENTED_BASIS_REQUIRED,NOT_APPLICABLE_UNTIL_ACTIVE_STATE,RETAIN_PREDECESSOR_AS_HISTORICAL_RECORD,RULE_CLASS_FORWARD_DRAFTING
BLOCKED_EVIDENCE_REQUIRED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
BLOCKED_EVIDENCE_REQUIRED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,BLOCKED_EVIDENCE_REQUIRED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
