source_id,repository_path,document_or_record_id,authority_class,source_status,conflict_or_supersession_treatment,continuing_statements
SFCA-SRC-0048,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-01/ES-CG-01_V1_1_ADOPTION_CANDIDATE.md,ES-CG-01,CONTROLLING_ADOPTED_GUIDE_BYTES,incorporated,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0049,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-10/ES-CG-10_V1_1_ADOPTION_CANDIDATE.md,ES-CG-10,CONTROLLING_ADOPTED_GUIDE_BYTES,incorporated,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0050,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/ES-CG-13_V1_1_ADOPTION_CANDIDATE.md,ES-CG-13,CONTROLLING_ADOPTED_GUIDE_BYTES,incorporated,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0051,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/MULTI_AGENT_AND_ASSURANCE_TOOLING_INTENT_V1_0_0.md,MULTI_AGENT_AND_ASSURANCE_TOOLING_INTENT_V1_0_0,FOUNDER_APPROVED_TOOLING_INTENT,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
SFCA-SRC-0052,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/MULTI_AGENT_REVIEW_AND_FINDING_VALIDATION_POLICY_V1_0_0.md,MULTI_AGENT_REVIEW_AND_FINDING_VALIDATION_POLICY_V1_0_0,FOUNDER_APPROVED_REVIEW_POLICY,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
SFCA-SRC-0053,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/AGENT_FINDING_RECORD_SCHEMA_V1_0_0.md,AGENT_FINDING_RECORD_SCHEMA_V1_0_0,FOUNDER_APPROVED_FINDING_SCHEMA,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
SFCA-SRC-0054,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/MULTI_AGENT_TOOL_ROLE_AND_ACCESS_MATRIX_V1_0_0.md,MULTI_AGENT_TOOL_ROLE_AND_ACCESS_MATRIX_V1_0_0,FOUNDER_APPROVED_TOOL_ROLE_MATRIX,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
SFCA-SRC-0055,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/EXTERNAL_AGENT_ACCESS_REGISTER_TEMPLATE_V1_0_0.md,EXTERNAL_AGENT_ACCESS_REGISTER_TEMPLATE_V1_0_0,FOUNDER_APPROVED_ACCESS_REGISTER_TEMPLATE,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
SFCA-SRC-0056,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/FOUNDER_APPROVAL_AND_DISPOSITION_MULTI_AGENT_TOOLING_INTENT_2026-07-30.md,ES-FD-MULTI-AGENT-TOOLING-INTENT-2026-07-30,FOUNDER_APPROVED_TOOLING_DISPOSITION,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
SFCA-SRC-0057,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/FOUNDER_APPROVAL_RECORD_MULTI_AGENT_TOOLING_INTENT_2026-07-30.md,FOUNDER_APPROVAL_RECORD_MULTI_AGENT_TOOLING_INTENT_2026-07-30,FOUNDER_APPROVAL_RECORD,founder_approved,"FOUNDER_APPROVED_DOCUMENTARY_TOOLING_INTENT_ONLY; no setup, mapping, implementation, deployment, pilot, or production authority.",PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION;MULTI_AGENT_TOOLING_INTENT_FOUNDER_APPROVED;FOUNDER_APPROVAL_DATE_2026_07_30;APPROVED_SHA256_VALUES_RECORDED;APPROVED_BYTE_LENGTHS_RECORDED;NO_SUBSTITUTED_SOURCE_AUTHORIZED;TOOLING_INTENT_IS_NON_VENDOR_LOCKED;NAMED_TOOLS_NOT_REQUIRED_FOR_LIMITED_STAGE_24_ACTIVATION;NO_EXTERNAL_TOOL_SETUP_AUTHORIZED_BY_THIS_DISPOSITION;PR_59_REMAINS_DRAFT_UNMERGED
